Text Chunk,Question,Answer
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

19. 向中央银行借款

中期借贷便利 向央行卖出回购债券 向央行卖出回购票据

加：应计利息

合计

20. 同业及其他金融机构存放款项

境内银行同业 境内其他金融机构 境外银行同业

加：应计利息

合计

21.",本财务报表附注中，“向中央银行借款”项目下包含哪三个具体子项？,中期借贷便利、向央行卖出回购债券、向央行卖出回购票据。
"存放款项

境内银行同业 境内其他金融机构 境外银行同业

加：应计利息

合计

21. 拆入资金

境内银行同业 境外银行同业 境外其他金融机构

加：应计利息

合计

193

2019年12月31日

105,800



5,611

1,920

113,331

2019年12月31日

142,919 223,804 360

1,608

368,691

2019年12月31日

8,920 16,946 3

202

26,071

2018年12月31日

132,000 11,240 4,281

2,235

149,756

2018年12月31日

76,9",根据文本，截至2019年12月31日，拆入资金中“境内银行同业”的金额是多少？,"142,919"
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

22. 卖出回购金融资产款

2019年12月31日

2018年12月31日

(a) 按抵押品分析

债券 加：应计利息

40,093 6

7,982 6

合计

40,099

7,988

(b) 按交易方分析 银行同业 其他金融机构 加：应计利息

39,995 98 6

7,982 - 6

合计

40,099

7,988

在卖出回购交易中，作为抵押品而转移的金融资产未终止确认。

23.",截至2019年12月31日，该公司卖出回购金融资产款中，以债券作为抵押品的金额是多少（不含应计利息）？,"40,093百万元。"
"099

7,988

在卖出回购交易中，作为抵押品而转移的金融资产未终止确认。

23. 吸收存款

2019年12月31日

2018年12月31日

活期存款

公司客户 个人客户

小计

595,317 199,949 795,266

533,502 173,357 706,859

定期存款(注) 公司客户 个人客户

小计

1,032,226 362,613 1,394,839

903,563 263,181 1,166,744

保证金存款 财政性存款 国库定期存款 应解及汇出汇款

185,259 29,422 16,716 15,433

175,098 38,481",在卖出回购交易中，作为抵押品而转移的金融资产是否终止确认？,未终止确认。
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

24. 应付职工薪酬

应付短期薪酬(a) 应付设定提存计划及设定受益计划(b) 应付辞退福利(c)

(a)

短期薪酬

2019年度

2019年1月1日

工资、奖金、津贴和补贴

11,389

其中：应付递延奖金

572

社会保险、补充养老保险及

职工福利

669

住房公积金



工会经费及培训费

101

其他



合计

12,159

2019年12月31日

2018年12月31日

14,130

12,159

87

77

1

2

14,218

12,238

",根据财务报表附注，2019年12月31日应付短期薪酬中的“工资、奖金、津贴和补贴”总额是多少？,"14,130（百万元）"
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

24. 应付职工薪酬(续)

(a)

短期薪酬(续)

2018年度

2018年1月1日

工资、奖金、津贴和补贴

10,003

其中：应付递延奖金

498

社会保险、补充养老保险及

职工福利

529

住房公积金



工会经费及培训费

89

其他



合计

10,621

(b) 设定提存计划及设定受益计划

2019年1月1日

基本养老保险

34

失业保险费

1

设定受益计划

42

合计

77

(c) 应付辞退福利

应付内退福利

本年增加额

本年支付额 20",2018年1月1日，短期薪酬中的“工资、奖金、津贴和补贴”总额是多少？,"10,003百万元"
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

25. 应交税费

2019年12月31日

2018年12月31日

应交企业所得税 未交增值税 转让金融商品应交增值税 应交附加税费 其他

9,258 2,270

15 269 219

6,267 2,661

12 254 172

合计

12,031

9,366

26.",2019年12月31日，该公司应交税费的合计金额是多少？,"12,031百万元。"
"267 2,661

12 254 172

合计

12,031

9,366

26. 已发行债务证券

2019年12月31日

2018年12月31日

已发行债券 混合资本债券(注1) 金融债(注2) 二级资本债券(注3) 可转换公司债券(注4) 小计

3,650 49,986

39,986



93,622

5,116 49,983

25,000



80,099

已发行同业存单(注5)

418,422

300,129

加：应计利息

1,718

1,656

合计

513,762

381,884

于2019年12月31日及2018年12月31日，本公司",截至2019年12月31日，本公司已发行债务证券的合计金额是多少？,"513,762"
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

26. 已发行债务证券(续)

注1： 经中国人民银行和银保监会的批准，本公司于2009年5月26日在银行间债券市场发行了金额为人 民币15亿元的固定利率混合资本债券。该混合资本债券期限为15年期，本公司有权于2019年5月 26日按面值赎回全部债券。该债券第一个计息年度至第十个计息年度的年利率为5.70%；如果本 公司不行使提前赎回权，从第十一个计息年度开始，债券利率在初始发行利率的基础上提升3个 百分点。2019年5月，本公司已行使赎回权，全额赎回了本期债券。

经中国人民银行和银保监会的批准，本公司于20",请问该公司于2009年5月26日发行的混合资本债券，如果不行使提前赎回权，从第十一个计息年度开始，债券利率是多少？,如果该公司不行使提前赎回权，从第十一个计息年度开始，债券利率将在初始发行利率5.70%的基础上提升3个百分点，即8.70%。
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

26. 已发行债务证券(续)

本次发行的可转债的初始转股价格为人民币11.77元/股，不低于募集说明书公告日前20个交易日 公司股票交易均价和前1个交易日公司股票交易均价，以及最近一期经审计的每股净资产和股票 面值。在发行之后，当公司出现因派送股票股利、转增股本、增发新股或配股（不包括因本次发 行的可转债转股而增加的股本）使公司股份发生变化及派送现金股利等情况时，本公司将相应调 整转股价格。在本次发行的可转债存续期间，当公司A股股票在任意连续三十个交易日中有十五 个交易的收盘价低于当期转股格80%时，本公司董",本次发行的可转债的初始转股价格是多少？,人民币11.77元/股。
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

27. 预计负债

2019年12月31日

2018年12月31日

表外项目预期信用损失准备 预计诉讼损失 其他预计负债

1,704 28 2

836 24 -

合计

1,734

860

28.",根据2019年12月31日的财务报表附注，该公司预计负债的总额是多少？,"1,734百万元人民币。"
"负债

1,704 28 2

836 24 -

合计

1,734

860

28. 其他负债

2019年12月31日

2018年12月31日

清算过渡及暂挂款项 预提及应付费用 久悬户挂账 应付股利(注1) 应付代保管款项 合同负债 质量保证金及押金 其他

6,224 4,678 139 12 1,013 1,974 440 3,207

9,512 3,110 212 12 1,952 2,081 605 2,308

合计

17,687

19,792

注1：于2019年12月31日及2018年12月31日，上述应付股利中金额人民币12百万元，由于股东未领取已 逾期超过",在2019年12月31日，财务报表中“其他负债”项下的“合同负债”金额是多少？,"1,974 百万元。"
"2月31日，上述应付股利中金额人民币12百万元，由于股东未领取已 逾期超过1年。

29. 股本

于2019年12月31日，本公司实收股本为19,405,918,198元，每股面值人民币1元，股份种类及其结构如下：

2018年 12月31日

比例

本年变动

2019年 12月31日

比例

普通股股本

17,170

100%

2,236

19,406

100%

于2019年12月31日，本公司注册资本为17,170,411,366元，因本公司注册资本变更尚须监管机构核准， 本公司注册资本与实收股本存在差异。

200

平安银行股份有限公司

财务报表附注

2019年",根据文本，2019年12月31日，平安银行的实收股本是多少？,"19,405,918,198元。"
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

30. 其他权益工具

2019年12月31日

2018年12月31日

优先股(注1) 永续债(注2)

19,953 19,995

19,953 -

合计

39,948

19,953

注1：

发行在外的 金融工具 优先股

股息率 4.37%

发行价格 (元) 100

发行数量 (百万股) 200

发行金额 (百万元) 20,000

到期日或 续期情况 转换情况 无到期日 未发生转换

于2016年3月7日，本公司按面值完成了2亿股优先股的发行，本公司按扣除发行费用后的金额计

人民币",根据文本，截至2019年12月31日，该公司其他权益工具中“优先股”和“永续债”的金额分别是多少百万元？,"截至2019年12月31日，优先股金额为19,953百万元，永续债金额为19,995百万元。"
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

30. 其他权益工具(续)

注2：经中国人民银行和银保监会批准，本公司拟在全国银行间债券市场分期发行总额为人民币500亿元 的减记型无固定期限资本债券。于2019年12月19日，本公司发行总额为人民币200亿元的减记型无 固定期限资本债券，该次发行于2019年12月26日发行完毕。该债券的单位票面金额为人民币100元， 前5年票面利率为4.10%，每5年调整一次。

该债券的存续期与本公司持续经营存续期一致，自发行之日起5年后，在满足赎回先决条件且得到 银保监会批准的前提下，本公司有权于每年付息日全部或部分赎",该公司于2019年12月发行的减记型无固定期限资本债券总额是多少？前5年的票面利率是多少？,发行总额为人民币200亿元，前5年票面利率为4.10%。
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

30. 其他权益工具(续)

归属于权益工具持有者的权益列示如下：

2019年12月31日

2018年12月31日

归属于所有者的权益

归属于普通股持有者的权益

273,035

220,089

归属于其他权益持有者的权益

39,948

19,953

合计

312,983

240,042

31. 资本公积

2019年12月31日

2018年12月31日

股本溢价

80,816

56,465

32.",根据表格数据，2019年归属于普通股持有者的权益是多少？,"273,035百万元。"
"2月31日

2018年12月31日

股本溢价

80,816

56,465

32. 盈余公积

根据公司法，本公司需要按税后利润的10%提取法定盈余公积。当本公司法定盈余公积累计额为本公司注

册资本的50%以上时，可以不再提取法定盈余公积。经股东大会批准，本公司提取的法定盈余公积可用于

弥补本公司的亏损或者转增本公司的资本。在运用法定盈余公积转增资本时，可按股东原有股份比例派送

新股，但所留存的法定盈余公积不得少于注册资本的25%。提取任意盈余公积由股东大会决定。

于2019年12月31日及2018年12月31日，本公司盈余公积全部为法定盈余公积。

33.",根据文本，当法定盈余公积累计额达到注册资本的多少比例时，公司可以不再提取法定盈余公积？,50%
"019年12月31日及2018年12月31日，本公司盈余公积全部为法定盈余公积。

33. 一般风险准备

根据财政部的有关规定，本公司从净利润提取一般风险准备作为利润分配处理。

203

平安银行股份有限公司

财务报表附注

2019年度 (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

34.",根据文本，平安银行股份有限公司在2019年度及2018年12月31日，其盈余公积全部属于什么类型？,全部为法定盈余公积。
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

34. 未分配利润

本公司董事会于 2020 年 2 月 13 日决议通过，以经境内注册会计师审计后的 2019 年度净利润为基准，提

取一般风险准备金为人民币 6,498 百万元，本年本公司法定盈余公积累计额为本公司注册资本的 50%以

上，不再提取法定盈余公积。上述分配方案尚待股东大会审议通过。

本公司于 2019 年 5 月 30 日召开的 2018 年度股东大会审议通过了 2018 年年度权益分派方案。根据该权 益分配方案，本公司派发 2018 年度现金股利人民币 2,490 百万元。

本公司",根据文本，本公司2019年度计划提取的一般风险准备金金额是多少？,"人民币6,498百万元。"
"次派发股息合计人民币 8.74 亿元

(含税)，由本公司直接向优先股股东发放。

35. 利息净收入

2019年度

利息收入： 存放中央银行款项 金融企业往来 发放贷款和垫款 金融投资 其他

3,345 9,681 133,610 30,913



合计

177,549

利息支出： 向中央银行借款 金融企业往来 吸收存款 已发行债务证券 其他

4,290 12,615 56,002 14,477 204

合计

87,588

利息净收入

89,961

204

2018年度

4,002 10,933 118,184 28,363 1,406

162,888

4,2",2019年度该公司的利息净收入是多少？,"89,961"
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

36. 手续费及佣金净收入

手续费及佣金收入： 结算手续费收入 代理及委托手续费收入 银行卡手续费收入 咨询顾问费收入 资产托管手续费收入 其他 小计

手续费及佣金支出： 银行卡手续费支出 代理业务手续费支出 其他 小计

手续费及佣金净收入

37.",根据文本，手续费及佣金净收入由哪些主要部分构成？,手续费及佣金净收入由手续费及佣金收入减去手续费及佣金支出构成。其中，手续费及佣金收入包括结算手续费收入、代理及委托手续费收入、银行卡手续费收入、咨询顾问费收入、资产托管手续费收入和其他收入；手续费及佣金支出包括银行卡手续费支出、代理业务手续费支出和其他支出。
"金支出： 银行卡手续费支出 代理业务手续费支出 其他 小计

手续费及佣金净收入

37. 投资收益

贵金属业务投资收益 衍生金融工具(不含外汇衍生金融工具)净收益 以公允价值计量且其变动计入其他综合收益的发放贷款和

垫款价差收益

以摊余成本计量的发放贷款和垫款价差损失 交易性金融工具的利息收入、价差收益及分红收入 其他债权投资的价差收益 债权投资的价差收益 其他损失

合计

205

2019年度

2,789 6,841 30,200 1,245 2,181 2,647 45,903

6,981 1,705 474 9,160

36,743

2019年度

701 413

",2019年度贵金属业务投资收益是多少？,701
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

38. 公允价值变动损益

交易性金融工具 衍生金融工具(不含外汇衍生金融工具)

合计

39. 汇兑损益

外汇衍生金融工具公允价值变动收益 其他汇兑收益/(损失)

合计

40. 其他业务收入

租赁收益 其他

合计

41.",根据财务报表附注，交易性金融工具与衍生金融工具（不含外汇衍生金融工具）的公允价值变动损益被归在哪一个项目下？,公允价值变动损益
"其他汇兑收益/(损失)

合计

40. 其他业务收入

租赁收益 其他

合计

41. 税金及附加

城建税 教育费附加 其他

合计

206

2019年度

(191) 240

49

2019年度

708 488

1,196

2019年度

107 3

110

2019年度

675 476 139

1,290

2018年度

1,162 (270)

892

2018年度

2,022 (1,813)

209

2018年度

123 47

170

2018年度

599 421 129

1,149

平安银行股份有限公司

财务报表附注

2019年度",平安银行2019年度的其他汇兑净收益或损失是多少？,平安银行2019年度的其他汇兑净收益为49万元（收益为240万元，损失为191万元，净额49万元）。
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

42. 业务及管理费

员工费用

工资、奖金、津贴和补贴 社会保险及职工福利 住房公积金 工会经费及培训费 其他

小计

固定资产折旧 经营租入固定资产改良支出摊销 无形资产摊销 使用权资产折旧费用 租赁费 小计

一般业务管理费用

合计

43.",财务报表主要项目附注中，业务及管理费主要包含哪几个大类？,业务及管理费主要包含员工费用、折旧与摊销费用以及一般业务管理费用三大类。
"摊销 无形资产摊销 使用权资产折旧费用 租赁费 小计

一般业务管理费用

合计

43. 信用减值损失

本年计提/(转回)减值损失： 存放同业款项 拆出资金 买入返售金融资产 发放贷款和垫款 债权投资 其他债权投资 其他资产 表外项目预期信用损失(见附注三、27)

合计

207

2019年度

16,456 2,438 760 410 7 20,071

1,426 476 1,307 2,259 842 6,310

14,471

40,852

2019年度

502 64 50

53,288

2,185 946 568 868

58,471

2018年度

14,24",2019年度，信用减值损失中，发放贷款和垫款对应的本年计提/(转回)减值损失金额是多少？,"53,288"
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

44. 所得税费用

2019年度

当期所得税费用 递延所得税费用

13,811 (5,766)

合计

8,045

根据税前利润及中国法定税率计算得出的所得税费用与本公司实际税率下所得税费用的调节如下：

2019年度

税前利润

36,240

按法定税率25%计算的所得税 免税收入 不可抵扣的费用及其他调整

9,060 (3,944) 2,929

所得税费用

8,045

208

2018年度

10,686 (3,273)

7,413

2018年度

32,231

8,058 (",根据文本，2019年度的所得税费用总额是多少？,"8,045 百万元"
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

45. 其他综合收益

资产负债表中其他综合收益

2018 年12 月 31 日

2019 年12 月 31 日

一、以后会计期间不能重分类进损益 的项目 其他权益工具投资公允价值变动

(43)

(48)

二、以后会计期间在满足规定条件时 将重分类进损益的项目 以公允价值计量且其变动计入 其他综合收益的金融资产的 公允价值变动 以公允价值计量且其变动计入 其他综合收益的金融资产的 信用损失准备

453

1,011

合计

外币财务报表折算差额

376 - 786

1,350 1 2,314",2019年12月31日，该公司资产负债表中其他综合收益的合计金额是多少？,"2,314百万元。"
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

45. 其他综合收益(续)

2017 年 12 月 31 日

一、以后会计期间不能重分类进损益 的项目 其他权益工具投资公允价值变动



二、以后会计期间在满足规定条件时 将重分类进损益的项目 以公允价值计量且其变动计入 其他综合收益的金融资产的 公允价值变动 以公允价值计量且其变动计入 其他综合收益的金融资产的 信用损失准备 可供出售金融资产公允价值 变动损益 合计





(528) (528)

资产负债表中其他综合收益

首次执行修订后 的金融工具会 计准则产生的

影响

2018 年 1 月",2017年12月31日资产负债表中，以后会计期间不能重分类进损益的其他综合收益项目具体是什么？其金额是多少？,项目是“其他权益工具投资公允价值变动”，金额为人民币528百万元。
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

46. 每股收益

基本每股收益以归属于本公司普通股股东的净利润除以本公司发行在外普通股的加权平均数计算。稀释每 股收益以根据稀释性潜在普通股调整后的归属于本公司普通股股东的净利润除以调整后的本公司发行在 外普通股的加权平均数计算。优先股的转股特征使得本公司存在或有可发行普通股。截至2019年12月31 日，转股的触发事件并未发生，因此优先股的转股特征对截至2019年度的基本及稀释每股收益的计算没 有影响。本公司于2019年1月21日发行的可转换公司债券为稀释性潜在普通股。

i.",根据文本，2019年度的基本每股收益和稀释每股收益计算是否受到优先股转股特征的影响？为什么？,没有影响。因为截至2019年12月31日，优先股转股的触发事件并未发生，所以其转股特征对截至2019年度的基本及稀释每股收益的计算没有影响。
"算没 有影响。本公司于2019年1月21日发行的可转换公司债券为稀释性潜在普通股。

i. 基本每股收益具体计算如下：

2019年度

2018年度

归属于本公司股东的本年净利润 减：本公司优先股宣告股息

28,195 (874)

24,818 (874)

归属于本公司普通股股东的本年净利润 已发行在外普通股的加权平均数(百万股)

27,321 17,764

23,944 17,170

基本每股收益(人民币元)

1.54

1.39

ii.",2019年度归属于本公司普通股股东的本年净利润是多少？,"27,321（百万）"
"
23,944 17,170

基本每股收益(人民币元)

1.54

1.39

ii. 稀释每股收益具体计算如下：

2019年度

2018年度

归属于本公司股东的本年净利润 减：本公司优先股宣告股息 加：本年可转换公司债券的利息费用(税后)

28,195 (874) 520

24,818 (874) -

归属于本公司普通股股东的本年净利润 已发行在外普通股的加权平均数(百万股) 加：假定可转换公司债券自期初至转换日全部

27,841 17,764

23,944 17,170

转换为普通股的加权平均数(百万股)

1,455



用以计算稀释每股收益的当年发行在外普通股
",2019年度归属于本公司普通股股东的本年净利润是多少？,"27,841（单位：人民币百万元，或根据上下文为百万元）"
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

47. 现金及现金等价物

现金 现金等价物： 原始到期日不超过三个月的 -存放同业款项 -拆出资金 -买入返售金融资产 存放中央银行超额存款准备金 债券投资(从购买日起三个月内到期) 小计

合计

48. 收到其他与经营活动有关的现金

贵金属业务 收到已核销款项 处置抵债资产 衍生金融工具 票据转让价差 债券卖空业务 其他

合计

49.",根据文本，现金及现金等价物的小计项中包含了哪些具体项目？,存放同业款项、拆出资金、买入返售金融资产、存放中央银行超额存款准备金、原始到期日不超过三个月的债券投资。
"已核销款项 处置抵债资产 衍生金融工具 票据转让价差 债券卖空业务 其他

合计

49. 支付其他与经营活动有关的现金

业务宣传活动费、租赁费等管理费用及其他

212

2019年12月31日

5,459

28,818 46,389 62,168 31,211 5,013 173,599

179,058

2019年度

13,198 10,158 1,327 413 990 19,925 375

46,386

2019年度

26,083

2018年12月31日

5,015

23,452 52,167 36,936 41,899 2,332 156,786

161,8",在2019年度的报表中，“支付其他与经营活动有关的现金”项目下的“业务宣传活动费、租赁费等管理费用及其他”对应的金额是多少？,212
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

50. 结构化主体

(a) 未纳入合并范围内的结构化主体

(i)

本公司管理的未纳入合并范围内的结构化主体

(1)

理财产品

本公司管理的未纳入合并范围内的结构化主体主要为本公司作为代理人而发行并管理的非保本理财产品。 本公司在对潜在目标客户群分析研究的基础上，设计并向特定目标客户群销售的资金投资和管理计划，并 将募集到的理财资金根据产品合同的约定投入相关金融市场或投资相关金融产品，在获取投资收益后，根 据合同约定分配给投资者。本公司作为资产管理人获取销售费、固定管理费、浮动管理费等手续费收入。 本",本文中提到，公司管理的未纳入合并范围内的结构化主体主要是什么类型的理财产品？,主要为本公司作为代理人而发行并管理的非保本理财产品。
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

50. 结构化主体(续)

(a) 未纳入合并范围内的结构化主体(续)

(ii)

本公司投资的未纳入合并范围内的结构化主体

为了更好地运用资金获取收益，于 2019 年度本公司投资的未纳入合并范围内的结构化主体主要包括由独 立第三方发行和管理的理财产品、基金、信托计划及信托收益权、资产管理计划及资产管理计划收益权、 贷款支持票据和由本公司发起、独立第三方管理的资产证券化资产支持证券等。信托计划和资产管理计划 系本公司投资的由非银行金融机构作为管理人发行并管理的信托计划和资产管理计划，该类产品的基础资 产主",2019年度，该公司投资的未纳入合并范围内的结构化主体主要包括哪些类型？,主要包括由独立第三方发行和管理的理财产品、基金、信托计划及信托收益权、资产管理计划及资产管理计划收益权、贷款支持票据以及由公司发起、独立第三方管理的资产证券化资产支持证券等。
" (除特别注明外，金额单位均为人民币百万元)

三、 财务报表主要项目附注(续)

50. 结构化主体(续)

(a)

未纳入合并范围内的结构化主体(续)

(ii)

本公司投资的未纳入合并范围内的结构化主体(续)

2018 年12 月 31 日

账面价值 最大损失风险敞口 结构化主体总规模

交易性金融资产

基金 理财产品 信托计划及信托收益权 资产管理计划及资产管理计划收益权 资产证券化资产支持证券

45,567 5,159 5,810 11,746 1,708

45,567 5,159 5,810 11,746 1,708

1,732,020 注 注 注 40,039

",根据文本，截至2018年12月31日，“交易性金融资产”中“基金”的账面价值和最大损失风险敞口分别是多少？,"截至2018年12月31日，“交易性金融资产”中“基金”的账面价值和最大损失风险敞口均为45,567百万元。"
"或交易对手的收入达到或超过本公司收入总

额10%的情况。

五、 承诺及或有负债

1. 资本性支出承诺

2019年12月31日

2018年12月31日

已批准但未签约

2,259

396

已签约但未拨付

1,416

1,509

合计

3,675

1,905

2.",2019年12月31日，已批准但未签约的资本性支出承诺金额是多少？,"2,259。"
"

已签约但未拨付

1,416

1,509

合计

3,675

1,905

2. 经营性租赁承诺

本公司于2019年12月31日采用新租赁准则且符合短期租赁或低价值租赁豁免条件的经营性租赁合同、已 签订但尚未开始执行的租赁合同以及于2018年12月31日的经营性租赁合同须就以下年度需缴付的最低 租金为：

2019年12月31日

2018年12月31日

一年以内(含一年)

99

2,280

一至二年(含二年)

16

1,889

二至三年(含三年)

16

1,586

三年以上

5

2,913

合计

136

8,668

222

平安银行股份有限公司
",根据文本，在2019年12月31日，公司已签约但尚未拨付的金额合计是多少？,"3,675

Question: 在2019年12月31日采用新租赁准则后，公司经营性租赁承诺中“一年以内（含一年）”需缴付的最低租金是多少？
Answer: 99

Question: 文本中提到的经营性租赁承诺，在2018年12月31日“二至三年（含三年）”的需缴付最低租金是多少？
Answer: 1,586

Question: 根据经营性租赁承诺的对比，2018年12月31日所有期限需缴付的最低租金总额是多少？
Answer: 8,668"
"19年度 (除特别注明外，金额单位均为人民币百万元)

五、 承诺及或有负债(续)

3. 信用承诺

2019年12月31日

2018年12月31日

银行承兑汇票 开出保函

363,574

69,168

251,154

62,957

开出信用证

62,643

83,757

小计

495,385

397,868

未使用的信用卡信贷额度

433,267

190,531

合计

928,652

588,399

信用承诺的信贷风险加权金额

275,106

194,921

财务担保合同具有担保性质，一旦客户未按其与受益人签订的合同偿还债务或履行约定义务时，本公",2019年12月31日，该公司未使用的信用卡信贷额度是多少？,"433,267 百万元人民币"
"的信贷 能力变坏而自动取消的，合同约定的贷款承诺总金额并不一定代表未来的现金流出。

4. 受托业务

委托贷款业务

本公司以代理人身份按照提供资金的委托人的指令发放委托贷款给借款人。本公司与这些第三方贷款人签 订合同，代表他们管理和回收贷款。贷款相关的信贷风险由资金委托人承担，故不在资产负债表内确认。 于2019年12月31日及2018年12月31日，委托贷款规模如下：

2019年12月31日

2018年12月31日

委托存款

214,517

254,211

委托贷款

214,517

254,211

委托理财业务

本公司的委托理财业务主要是指本公司销售给企业或者个人的未",在委托贷款业务中，信贷风险由谁承担？,信贷风险由资金委托人承担。
"19年度 (除特别注明外，金额单位均为人民币百万元)

五、 承诺及或有负债(续)

5. 或有事项

5.1 未决诉讼和纠纷

于2019年12月31日，本公司有作为被告的未决诉讼案件标的金额共计人民币2,367百万元(2018年12月31 日：人民币1,422百万元)。有关案件均处于审理阶段。管理层认为，本公司已经对有关未决诉讼案件可能 遭受的损失进行了预计并计提足够准备。

5.2 凭证式国债和储蓄国债(电子式)兑付及承销承诺

本公司受财政部委托作为其代理人发行凭证式国债和储蓄国债(电子式)。国债持有人可以随时要求提前兑

付持有的国债，而本公司亦有义务履行兑付责任，兑付金额为国债本金",于2019年12月31日，本公司作为被告的未决诉讼案件标的金额共计多少？,"人民币2,367百万元。"
